,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Centros,Juego asociado,Juego aéreo,Defensa
1553,M. Bustos,Pacific FC,Värnamo,Suecia | Primera División 2024,"CF, RW, RWF",29.0,168,Canada,"Canada, Italy",,left,19,525,15.96,67.72,83.99,92.14,67.89,69.22,67.67
1554,L. Skjellerup,Sassuolo,IFK Göteborg,Suecia | Primera División 2024,CF,22.0,195,Denmark,Denmark,2027-12-31,right,19,1385,60.15,30.83,36.34,49.46,18.93,82.82,8.27
1555,S. Abdullahi,unknown,IFK Göteborg,Suecia | Primera División 2024,CF,28.0,185,Nigeria,Nigeria,,right,2,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,P. Frick,Elfsborg,Elfsborg,Suecia | Primera División 2024,"CF, RWF",33.0,182,Sweden,Sweden,2026-12-31,right,16,622,71.52,53.87,21.07,47.14,30.48,66.91,51.34
1557,L. Hedlund,GAIS,GAIS,Suecia | Primera División 2024,CF,26.0,181,Sweden,Sweden,2027-12-31,unknown,11,471,30.75,38.05,54.55,48.39,24.4,44.96,44.77
1558,B. Ingason,Halmstad,Halmstad,Suecia | Primera División 2024,"CF, LW, AMF",28.0,186,Iceland,Iceland,2026-12-31,right,26,1457,54.46,50.8,85.24,79.29,44.55,19.49,36.64
1559,A. Priske,Djurgården,Djurgården,Suecia | Primera División 2024,CF,21.0,187,Denmark,Denmark,2028-12-31,right,8,525,16.8,23.04,45.68,45.06,26.96,61.39,34.6
1560,S. Rieks,unknown,Malmö FF,Suecia | Primera División 2024,"CF, RW, RAMF",37.0,185,Denmark,Denmark,,right,20,848,64.57,78.65,70.71,73.45,65.42,61.27,41.68
1561,F. Olsson,Sandviken,Sirius,Suecia | Primera División 2024,"AMF, RCMF, LCMF",26.0,188,Sweden,Sweden,2025-12-31,right,15,301,60.83,77.69,60.77,94.64,53.75,83.89,38.14
1562,I. Diabaté,GAIS,Västerås SK,Suecia | Primera División 2024,CF,25.0,185,Côte d'Ivoire,Côte d'Ivoire,,right,20,928,45.74,25.61,17.86,11.9,36.67,60.98,10.37
1563,E. Bećirović,GAIS,GAIS,Suecia | Primera División 2024,"CF, LWF, RWF",25.0,181,Sweden,Sweden,2025-12-31,right,17,502,46.35,42.49,49.29,93.93,35.95,27.46,72.18
1564,E. Holten,Elfsborg,Elfsborg,Suecia | Primera División 2024,"CF, RWF",28.0,195,Denmark,Denmark,2028-12-31,right,8,489,66.35,17.96,24.02,15.06,34.58,75.74,44.41
1565,Y. Agnero,Halmstad,Halmstad,Suecia | Primera División 2024,CF,22.0,184,Côte d'Ivoire,Côte d'Ivoire,2027-12-31,right,11,766,73.88,34.5,50.86,57.5,25.54,68.51,39.67
1566,A. Manneh,Mjällby,Mjällby,Suecia | Primera División 2024,"CF, LWF, AMF",20.0,0,Gambia,Gambia,2027-12-31,unknown,21,830,57.5,43.5,79.37,31.55,79.85,54.01,67.89
1567,I. Johnsson,unknown,Mjällby,Suecia | Primera División 2024,"AMF, LW, RWF",18.0,0,Sweden,Sweden,,unknown,7,107,15.65,19.97,26.76,85.6,49.23,9.67,84.59
1568,S. Nwankwo,Mjällby,Mjällby,Suecia | Primera División 2024,CF,21.0,183,Nigeria,Nigeria,2025-12-31,right,11,351,48.07,27.43,39.85,14.52,30.68,84.11,44.71
1569,V. Andersson,AIK,AIK,Suecia | Primera División 2024,"CF, LW, LAMF",20.0,174,Sweden,"Sweden, Guatemala",2027-12-31,right,18,524,19.61,48.48,88.18,80.83,53.69,69.22,69.45
1570,J. Kalu,Värnamo,Värnamo,Suecia | Primera División 2024,"CF, LWF",27.0,182,Nigeria,Nigeria,2026-12-31,right,22,1591,74.17,74.97,79.4,39.05,47.47,28.34,55.19
1571,L. Carlstrand,IFK Göteborg,IFK Göteborg,Suecia | Primera División 2024,CF,20.0,184,Sweden,Sweden,2026-12-31,right,16,451,53.38,36.42,47.89,51.07,27.86,49.46,50.48
1572,G. Elezaj,Hammarby Talang,Hammarby,Suecia | Primera División 2024,AMF,20.0,0,Sweden,Sweden,2027-12-31,unknown,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,A. Lahdo,Hammarby Talang,Hammarby,Suecia | Primera División 2024,AMF,17.0,0,Sweden,Sweden,2027-06-30,right,2,74,21.41,17.97,75.86,11.9,64.94,6.9,93.47
1574,J. Abdulai,Molde,Elfsborg,Suecia | Primera División 2024,"CF, LWF",20.0,186,Ghana,Ghana,2028-12-31,right,24,1415,68.79,53.58,84.14,66.07,23.48,54.62,47.17
1575,J. Magnusson,Västerås SK,Västerås SK,Suecia | Primera División 2024,"AMF, LCMF, LWB",20.0,0,Sweden,Sweden,2027-12-31,left,11,305,15.78,54.45,21.58,88.21,85.24,70.26,94.18
1576,Z. Loukili,Malmö FF,Malmö FF,Suecia | Primera División 2024,"AMF, RW",19.0,175,Sweden,"Sweden, Morocco",2028-12-31,right,6,201,20.63,49.27,79.29,61.19,96.67,6.9,83.8
1577,K. Bilalovic,Värnamo,Värnamo,Suecia | Primera División 2024,"CF, LW, RWF",19.0,186,Sweden,Sweden,2027-12-31,right,4,97,15.17,11.04,14.76,11.9,32.2,7.52,33.76
1578,L. Jonsson,unknown,IFK Norrköping,Suecia | Primera División 2024,CF,21.0,185,Sweden,Sweden,,right,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,L. Isa,unknown,Kalmar,Suecia | Primera División 2024,CF,20.0,0,Sweden,Sweden,,left,3,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,D. Gül,Porto,Hammarby,Suecia | Primera División 2024,"CF, LWF",20.0,190,Sweden,"Sweden, Türkiye",2029-06-30,right,18,1014,57.62,61.83,89.05,15.65,44.88,49.79,26.22
1581,L. Östman,Elfsborg,Elfsborg,Suecia | Primera División 2024,"CF, RWF",19.0,179,Sweden,Sweden,,right,2,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,A. Manneh,Avarta,Mjällby,Suecia | Primera División 2024,"CF, AMF",24.0,0,Gambia,Gambia,,right,3,47,40.79,18.24,87.65,19.35,34.52,10.2,93.39
1583,M. Rafferty,Degerfors,Hammarby,Suecia | Primera División 2024,CF,20.0,180,Sweden,Sweden,2027-12-31,right,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,L. Tidstrand,Mjällby,Mjällby,Suecia | Primera División 2024,"CF, LWB",19.0,0,Sweden,Sweden,,unknown,2,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,E. Gono,AIK,AIK,Suecia | Primera División 2024,CF,19.0,0,Liberia,Liberia,2027-12-31,unknown,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1586,A. Hall,Halmstad,Halmstad,Suecia | Primera División 2024,CF,19.0,185,Sweden,Sweden,2026-12-31,right,3,62,27.84,11.04,46.7,11.9,14.58,44.25,19.99
1587,D. Gudjohnsen,Malmö FF,Malmö FF,Suecia | Primera División 2024,AMF,18.0,188,England,"England, Iceland",2028-12-31,right,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588,A. Lindelöv,unknown,Västerås SK,Suecia | Primera División 2024,CF,20.0,182,Sweden,Sweden,,right,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,J. Dembe,Häcken,Häcken,Suecia | Primera División 2024,"CF, LAMF",19.0,191,Uganda,Uganda,,unknown,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,K. Sever,Brommapojkarna,Brommapojkarna,Suecia | Primera División 2024,"CF, LWF",18.0,0,Sweden,Sweden,,unknown,5,172,21.63,18.26,24.61,73.69,31.73,48.77,34.32
1591,E. Botchway,Brommapojkarna,Brommapojkarna,Suecia | Primera División 2024,"CF, RW",19.0,173,Ghana,Ghana,,both,9,136,67.18,74.46,92.05,77.62,48.78,55.98,91.52
1592,D. Krasniqi,KuPS,Kalmar,Suecia | Primera División 2024,"CF, LWF",21.0,184,Sweden,"Sweden, Kosovo",2028-12-31,right,14,487,21.67,37.72,58.78,47.26,37.11,40.5,51.86
1593,V. Nilsson,Kalmar,Kalmar,Suecia | Primera División 2024,CF,20.0,0,Sweden,Sweden,2025-12-31,unknown,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594,L. Bergvall,Tottenham Hotspur,Djurgården,Suecia | Primera División 2024,"AMF, RDMF, CF",19.0,186,Sweden,Sweden,2031-06-30,right,12,991,60.42,59.33,80.68,64.76,93.99,64.29,68.81
1595,V. Gyökeres,Sporting CP,Sporting CP,Portugal | Primera División 24/25,CF,26.0,187,Sweden,"Sweden, Hungary",2028-06-30,right,31,2899,98.53,93.64,92.75,80.44,66.56,52.59,15.48
1596,Marcos Leonardo,Al Hilal,Benfica,Portugal | Primera División 24/25,"AMF, CF",21.0,177,Brazil,Brazil,2029-06-30,right,3,98,53.39,38.9,65.06,25.78,36.72,6.59,1.51
1597,V. Pavlidis,Benfica,Benfica,Portugal | Primera División 24/25,CF,26.0,186,Greece,Greece,2029-06-30,right,18,1209,92.04,60.43,63.58,66.28,72.08,51.15,30.78
1598,F. Aursnes,Benfica,Benfica,Portugal | Primera División 24/25,"AMF, RCMF, CF",29.0,179,Norway,Norway,2029-06-30,right,16,1419,46.65,82.37,38.69,84.0,94.33,32.42,79.95
1599,S. Banza,Trabzonspor,Sporting Braga,Portugal | Primera División 24/25,CF,28.0,189,France,"France, Congo DR",2027-06-30,right,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,Ricardo Horta,Sporting Braga,Sporting Braga,Portugal | Primera División 24/25,"AMF, RWF, LAMF",30.0,173,Portugal,Portugal,2028-06-30,right,31,2790,73.55,85.13,29.61,77.11,87.72,9.87,69.74
1601,Arthur Cabral,Benfica,Benfica,Portugal | Primera División 24/25,CF,27.0,186,Brazil,Brazil,2028-06-30,right,9,265,65.59,46.05,61.83,19.33,31.0,66.53,16.59
1602,Rodrigo Zalazar,Sporting Braga,Sporting Braga,Portugal | Primera División 24/25,"AMF, RAMF, RCMF",25.0,178,Spain,"Spain, Uruguay",2028-06-30,right,17,1326,43.65,86.36,95.75,95.56,91.25,82.06,89.43
1603,B. Rollheiser,Benfica,Benfica,Portugal | Primera División 24/25,"AMF, RAMF, CF",24.0,175,Argentina,Argentina,2029-06-30,left,3,51,15.1,50.4,30.33,99.0,75.03,8.67,75.52
1604,Fran Navarro,Sporting Braga,Sporting Braga,Portugal | Primera División 24/25,CF,27.0,179,Spain,Spain,2028-06-30,right,12,668,69.96,39.15,30.42,50.67,55.39,25.87,65.58
1605,Toni Martínez,Deportivo Alavés,Porto,Portugal | Primera División 24/25,CF,27.0,187,Spain,Spain,2028-06-30,right,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,R. Boženík,Boavista,Boavista,Portugal | Primera División 24/25,CF,25.0,188,Slovakia,Slovakia,2026-06-30,right,30,2746,56.23,32.58,42.31,48.56,36.5,55.36,41.98
1607,A. Belotti,Benfica,Benfica,Portugal | Primera División 24/25,CF,31.0,181,Italy,Italy,2026-06-30,right,6,224,69.02,21.95,79.06,16.89,50.25,51.5,41.64
1608,D. Namaso,Porto,Porto,Portugal | Primera División 24/25,"CF, AMF, LAMF",24.0,182,England,"England, Cameroon",2028-06-30,right,26,1186,55.46,54.92,77.0,70.22,78.36,74.48,74.48
1609,Biel,Sporting CP,Sporting CP,Portugal | Primera División 24/25,"AMF, LW, LWF",24.0,170,Brazil,Brazil,2029-12-31,right,3,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,K. Fujimoto,Gil Vicente,Gil Vicente,Portugal | Primera División 24/25,"AMF, RCMF",25.0,176,Japan,Japan,2025-06-30,left,29,2278,55.73,85.5,45.61,76.33,84.14,12.73,45.58
1611,Alan,Moreirense,Moreirense,Portugal | Primera División 24/25,"AMF, CF",25.0,165,Brazil,Brazil,2026-06-30,right,28,2435,50.99,84.43,76.0,48.89,89.72,8.59,50.53
1612,Mario González,Lech Poznań,Famalicão,Portugal | Primera División 24/25,CF,29.0,183,Spain,Spain,2026-12-31,right,16,675,58.86,41.09,9.39,18.89,23.11,70.14,19.37
1613,Clayton,Rio Ave,Rio Ave,Portugal | Primera División 24/25,CF,26.0,184,Brazil,Brazil,2028-12-31,right,29,2738,88.05,43.89,73.58,45.94,36.56,51.67,32.29
1614,Henrique Araújo,Arouca,Arouca,Portugal | Primera División 24/25,CF,23.0,182,Portugal,Portugal,2027-06-30,right,22,1076,66.44,46.61,55.33,58.11,36.61,41.57,64.36
1615,Vasco Sousa,Porto,Porto,Portugal | Primera División 24/25,"AMF, RDMF, RCMF",21.0,169,Portugal,Portugal,2027-06-30,right,12,481,19.35,54.88,66.17,18.0,90.67,15.87,94.87
1616,João Mendes,Vitória Guimarães,Vitória Guimarães,Portugal | Primera División 24/25,"AMF, CF, LAMF",30.0,183,Portugal,Portugal,2025-06-30,right,29,1525,62.82,74.48,87.28,81.89,82.47,52.5,78.4
1617,A. El Ouazzani,Sporting Braga,Sporting Braga,Portugal | Primera División 24/25,CF,23.0,188,France,"France, Morocco",2029-06-30,left,30,1689,81.1,63.29,37.72,56.11,55.78,68.01,52.57
1618,G. Yalcin,Arouca,Arouca,Portugal | Primera División 24/25,CF,26.0,184,Germany,"Germany, Türkiye",2026-06-30,right,21,778,66.43,65.88,60.64,72.11,47.72,73.03,34.36
1619,Gerson Rodrigues,AVS ,AVS ,Portugal | Primera División 24/25,"CF, LW",29.0,188,Portugal,"Portugal, Luxembourg",2025-06-30,right,5,207,63.72,68.31,75.0,78.22,59.86,15.87,42.1
1620,Samu,Vitória Guimarães,Vitória Guimarães,Portugal | Primera División 24/25,"CF, AMF, LCMF",29.0,170,Portugal,Portugal,2027-06-30,left,30,1833,39.85,79.81,38.64,82.33,87.28,31.37,90.43
1621,O. Pohlmann,Rio Ave,Rio Ave,Portugal | Primera División 24/25,"AMF, CF, LWF",24.0,183,Germany,Germany,2027-06-30,right,27,1651,30.53,61.13,77.0,63.0,71.39,29.25,61.93
1622,Ivo Rodrigues,Moreirense,Moreirense,Portugal | Primera División 24/25,"AMF, LAMF, RCMF",30.0,180,Portugal,Portugal,2026-06-30,right,21,1284,16.53,43.42,93.67,63.67,84.64,62.37,95.69
1623,Matheusinho,Santa Clara,Santa Clara,Portugal | Primera División 24/25,"AMF, RW, RWF",27.0,164,Brazil,Brazil,,right,7,110,22.71,26.14,81.28,92.67,64.47,4.67,8.8
1624,Ahmed Hassan,Le Havre,Rio Ave,Portugal | Primera División 24/25,"CF, RWF",32.0,191,Egypt,"Egypt, Portugal",2025-06-30,right,9,230,60.41,41.24,31.83,16.89,39.08,87.17,54.8
1625,Lucas Piazón,AVS ,AVS ,Portugal | Primera División 24/25,"AMF, CF, LW",31.0,182,Brazil,"Brazil, Italy",2025-06-30,right,27,2375,18.72,71.92,45.08,68.44,67.19,63.25,81.83
1626,W. Silva,Santa Clara,Santa Clara,Portugal | Primera División 24/25,CF,24.0,180,Brazil,Brazil,2026-06-30,right,4,100,31.1,25.49,14.53,16.89,44.61,45.14,22.65
1627,Y. Njie,Farense,Farense,Portugal | Primera División 24/25,"CF, LW, AMF",31.0,188,Gambia,Gambia,2025-06-30,right,11,650,30.63,40.85,87.69,66.17,43.89,48.28,71.71
1628,Samuel Obeng,Casa Pia AC,Casa Pia AC,Portugal | Primera División 24/25,CF,27.0,183,Spain,"Spain, Ghana",2026-06-30,left,11,421,48.48,22.21,33.17,16.89,20.44,67.82,45.56
1629,S. Elisor,Famalicão,Famalicão,Portugal | Primera División 24/25,CF,25.0,185,France,"France, Guadeloupe",2026-06-30,left,14,563,61.21,46.83,73.44,54.11,47.67,75.15,26.35
1630,Alejandro Marqués,Estoril,Estoril,Portugal | Primera División 24/25,CF,24.0,190,Venezuela,"Venezuela, Spain",2026-06-30,right,30,1756,83.68,34.54,32.75,17.89,22.75,41.59,50.18
1631,Y. Begraoui,Estoril,Estoril,Portugal | Primera División 24/25,"CF, RWF, LWF",23.0,179,France,"France, Morocco",2028-06-30,right,31,1845,79.45,78.68,46.42,50.0,71.31,20.31,59.4
1632,J. Ramírez,Vitória Guimarães,Vitória Guimarães,Portugal | Primera División 24/25,CF,27.0,187,Venezuela,Venezuela,2027-06-30,left,23,778,70.95,40.86,43.67,20.11,29.08,81.56,37.55
1633,Bruno Costa,Nacional,Nacional,Portugal | Primera División 24/25,"AMF, LAMF, LCMF",27.0,174,Portugal,Portugal,2026-06-30,right,18,1019,40.66,76.69,60.36,64.06,82.56,30.37,73.59
1634,Pablo Gozálbez,Arouca,Arouca,Portugal | Primera División 24/25,"AMF, CF",23.0,170,Spain,Spain,2027-06-30,right,17,728,40.17,70.57,25.58,79.11,61.67,17.42,84.16
1635,Álex Millán,Cartagena,Farense,Portugal | Primera División 24/25,"CF, LAMF, AMF",25.0,182,Spain,Spain,2026-06-30,right,9,439,15.2,21.5,14.81,16.89,24.72,42.81,61.39
1636,Kikas,Estrela Amadora,Estrela Amadora,Portugal | Primera División 24/25,CF,26.0,177,Portugal,Portugal,2026-06-30,right,29,2072,68.62,48.22,58.56,60.33,20.64,36.25,30.62
1637,Cauê,Casa Pia AC,Casa Pia AC,Portugal | Primera División 24/25,CF,22.0,184,Brazil,Brazil,2026-06-30,right,25,1081,47.24,27.92,78.92,76.67,62.67,61.7,47.05
1638,M. van Ginkel,Boavista,Boavista,Portugal | Primera División 24/25,"AMF, LCMF, RW",32.0,186,Netherlands,Netherlands,,right,8,619,32.47,21.24,24.47,21.33,64.33,76.59,68.7
1639,Daniel Penha,Nacional,Nacional,Portugal | Primera División 24/25,"AMF, RCMF, CF",26.0,170,Brazil,Brazil,2025-06-30,left,28,1555,60.03,69.87,49.25,42.83,77.89,49.82,81.2
1640,Guilherme Schettine,Moreirense,Moreirense,Portugal | Primera División 24/25,CF,29.0,184,Brazil,"Brazil, Italy",2026-06-30,right,27,1646,69.27,63.52,43.75,56.11,42.75,48.75,42.94
1641,V. Sejk,Famalicão,Famalicão,Portugal | Primera División 24/25,CF,22.0,180,Czech Republic,Czech Republic,2025-06-30,right,14,854,67.87,65.74,33.03,16.89,43.08,80.97,25.09
1642,A. Diaby,Boavista,Boavista,Portugal | Primera División 24/25,"CF, RW, RWF",33.0,173,France,"France, Mali",,left,9,748,41.16,23.32,59.92,58.67,54.36,47.98,34.86
1643,Roberto Fernández,Espanyol,Sporting Braga,Portugal | Primera División 24/25,CF,22.0,186,Spain,Spain,2029-06-30,right,15,584,43.02,38.44,41.47,20.11,44.25,76.64,48.2
1644,C. Labidi,Nacional,Nacional,Portugal | Primera División 24/25,"AMF, CF, RCMF",23.0,190,Tunisia,Tunisia,2027-06-30,left,15,407,45.6,52.98,37.78,19.83,78.83,52.58,91.06
1645,J. Tagueu,Nacional,Nacional,Portugal | Primera División 24/25,CF,31.0,178,Cameroon,"Cameroon, Brazil",2025-06-30,left,11,758,54.85,57.01,33.5,50.44,30.14,66.94,21.68
1646,D. Nandín,Arouca,Arouca,Portugal | Primera División 24/25,CF,23.0,186,Uruguay,Uruguay,2026-12-31,right,12,656,60.24,49.87,65.47,49.44,32.83,34.56,63.9
1647,V. Morozov,Paços de Ferreira,Arouca,Portugal | Primera División 24/25,CF,24.0,188,Belarus,Belarus,2027-06-30,left,11,328,21.55,39.9,36.86,22.94,19.08,73.17,24.72
1648,Nélson Oliveira,Vitória Guimarães,Vitória Guimarães,Portugal | Primera División 24/25,CF,33.0,186,Portugal,Portugal,2025-06-30,right,28,1730,51.07,63.54,59.03,76.89,47.47,28.2,6.96
1649,Darío Poveda,Farense,Farense,Portugal | Primera División 24/25,CF,28.0,186,Spain,Spain,2026-06-30,right,20,1013,60.54,25.81,56.72,19.44,50.36,53.2,12.59
1650,Rui Costa,Farense,Farense,Portugal | Primera División 24/25,"CF, LW, LWF",29.0,179,Portugal,Portugal,,right,12,586,64.94,46.68,64.28,68.11,29.81,20.64,33.7
1651,Miguel Baeza,Nacional,Nacional,Portugal | Primera División 24/25,"AMF, RCMF, LWF",24.0,177,Spain,Spain,2025-06-30,left,5,220,57.44,19.93,11.5,16.89,56.19,7.42,63.29
1652,Dyego Sousa,Nacional,Nacional,Portugal | Primera División 24/25,CF,35.0,189,Brazil,"Brazil, Portugal",2025-06-30,right,7,185,18.82,16.89,19.64,16.89,32.36,60.53,13.96
1653,Rodrigo Pinho,Estrela Amadora,Estrela Amadora,Portugal | Primera División 24/25,"CF, RWF, RW",33.0,185,Germany,"Germany, Brazil",2025-06-30,left,30,1737,63.39,37.86,64.22,47.0,31.19,38.78,30.7
1654,Chico Banza,Estrela Amadora,Estrela Amadora,Portugal | Primera División 24/25,"CF, LW, LWF",26.0,182,Angola,Angola,2027-06-30,right,12,651,41.56,38.36,80.67,90.44,43.83,61.87,64.01
1655,Alisson Safira,Universitatea Craiova,Santa Clara,Portugal | Primera División 24/25,CF,30.0,185,Brazil,Brazil,2026-06-30,right,15,982,47.49,72.75,42.17,47.22,37.81,90.48,53.89
1656,Pablo Felipe,Gil Vicente,Gil Vicente,Portugal | Primera División 24/25,CF,21.0,184,Brazil,"Brazil, Portugal",2025-06-30,right,18,760,83.03,34.6,74.53,18.56,51.44,60.22,77.33
1657,André Lacximicant,Estoril,Estoril,Portugal | Primera División 24/25,CF,23.0,188,Portugal,Portugal,2028-06-30,left,24,986,75.88,43.04,56.33,56.0,47.72,35.25,66.22
1658,Max Svensson,Casa Pia AC,Casa Pia AC,Portugal | Primera División 24/25,"CF, RWF",23.0,182,Spain,"Spain, Sweden",2027-06-30,right,24,956,37.43,43.8,84.89,64.78,51.08,50.92,58.24
1659,O. Mamageishvili,Famalicão,Famalicão,Portugal | Primera División 24/25,"AMF, CF",22.0,180,Georgia,Georgia,,right,4,67,17.0,12.56,4.14,16.89,32.58,4.67,78.35
1660,Adrián Butzke,Mirandés,Nacional,Portugal | Primera División 24/25,CF,25.0,193,Spain,Spain,2026-06-30,right,10,536,35.59,53.7,24.5,16.89,66.89,92.87,16.03
1661,Zé Luís,AVS ,AVS ,Portugal | Primera División 24/25,CF,34.0,184,Cape Verde Islands,"Cape Verde Islands, Portugal",2025-06-30,left,22,1250,39.18,60.79,55.61,19.0,41.47,93.42,22.56
1662,Jorge Aguirre,Gil Vicente,Gil Vicente,Portugal | Primera División 24/25,CF,25.0,183,Spain,Spain,2027-06-30,right,28,1438,53.39,63.9,49.47,61.94,57.39,42.76,39.54
1663,Cassiano,Casa Pia AC,Casa Pia AC,Portugal | Primera División 24/25,CF,35.0,184,Brazil,Brazil,2026-06-30,right,24,1917,82.47,61.93,43.61,51.33,20.61,48.14,60.69
1664,Tomané,Farense,Farense,Portugal | Primera División 24/25,CF,32.0,184,Portugal,Portugal,2026-06-30,right,22,1760,43.54,45.35,63.19,67.56,30.25,87.36,55.89
1665,Samuel Granada,AVS ,AVS ,Portugal | Primera División 24/25,"CF, LWF, RAMF",24.0,190,Brazil,Brazil,2025-12-31,right,4,261,32.45,64.04,43.5,91.0,28.44,63.48,29.67
1666,Carlos Eduardo,Gil Vicente,Gil Vicente,Portugal | Primera División 24/25,CF,22.0,192,Brazil,Brazil,2025-06-30,left,7,282,15.21,58.59,20.36,73.67,37.42,45.53,24.69
1667,Nenê,AVS ,AVS ,Portugal | Primera División 24/25,CF,41.0,183,Brazil,Brazil,2025-06-30,right,17,888,77.4,70.59,12.22,44.78,68.36,73.77,14.44
1668,Bruno Santos,Farense,Farense,Portugal | Primera División 24/25,CF,27.0,179,Portugal,Portugal,,unknown,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,N. Shuabiu,Rio Ave U23,Rio Ave,Portugal | Primera División 24/25,CF,21.0,0,Nigeria,Nigeria,,unknown,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,Manuel Namora,Boavista,Boavista,Portugal | Primera División 24/25,"CF, RW, LW",27.0,180,Portugal,Portugal,2025-06-30,left,7,318,18.57,20.16,39.69,72.56,26.94,73.92,63.97
1671,Leonardo Oliveira,Famalicão U23,Famalicão,Portugal | Primera División 24/25,CF,20.0,187,Portugal,"Portugal, Sweden",2025-06-30,unknown,1,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,Tiago Machado,Boavista,Boavista,Portugal | Primera División 24/25,"CF, RW, RCMF",20.0,185,Portugal,Portugal,2028-06-30,unknown,11,186,19.28,42.57,27.14,94.67,56.06,19.14,26.1
1673,D. Michel,Vitória Guimarães II,Vitória Guimarães,Portugal | Primera División 24/25,CF,21.0,191,Canada,Canada,,unknown,8,401,74.8,20.94,70.97,18.28,16.36,84.17,30.26
1674,Diego Rodrigues,Sporting Braga II,Sporting Braga,Portugal | Primera División 24/25,"AMF, LDMF, RDMF",19.0,185,Portugal,"Portugal, Belgium",,right,7,146,20.48,87.18,51.61,89.56,98.47,36.81,95.13
1675,Cuba,Anadia,Farense,Portugal | Primera División 24/25,CF,21.0,176,Portugal,Portugal,2026-06-30,right,2,60,15.1,40.02,19.14,16.89,29.58,60.64,68.94
1676,João Vasconcelos,Sporting Braga II,Sporting Braga,Portugal | Primera División 24/25,AMF,20.0,180,Portugal,Portugal,2028-06-30,left,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,G. Prestianni,Benfica,Benfica,Portugal | Primera División 24/25,AMF,19.0,166,Argentina,"Argentina, Italy",2029-06-30,right,4,204,29.1,47.42,67.06,79.11,62.53,61.25,31.28
1678,Bilal Abdelrahman,Estrela Amadora,Estrela Amadora,Portugal | Primera División 24/25,AMF,21.0,182,France,"France, Egypt",,right,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,Depú,Vojvodina,Gil Vicente,Portugal | Primera División 24/25,"CF, AMF",25.0,187,Angola,Angola,2026-06-30,right,3,60,39.47,17.14,14.81,16.89,29.64,83.48,27.32
1680,Tiago Reis,Nacional,Nacional,Portugal | Primera División 24/25,CF,25.0,184,Brazil,Brazil,2027-06-30,right,7,255,33.1,41.07,9.42,16.89,22.11,89.75,16.92
1681,Isaac,Nacional,Nacional,Portugal | Primera División 24/25,CF,21.0,185,Brazil,"Brazil, Croatia",2028-12-31,right,26,1366,56.1,25.26,47.69,18.11,39.08,63.17,46.46
1682,Gustavo Sá,Famalicão,Famalicão,Portugal | Primera División 24/25,"AMF, CF",20.0,186,Portugal,Portugal,2029-06-30,right,30,2366,42.73,76.2,89.25,82.56,76.83,66.2,83.15
1683,Rodrigo Ribeiro,AVS ,AVS ,Portugal | Primera División 24/25,"CF, RWF",20.0,185,Portugal,Portugal,2028-06-30,right,19,1088,35.21,57.8,55.08,58.67,58.39,73.35,62.36
1684,Rodrigo Mora,Porto,Porto,Portugal | Primera División 24/25,"AMF, LCMF, RWF",18.0,168,Portugal,Portugal,2030-06-30,right,21,1331,84.55,82.25,83.58,90.33,62.47,9.81,84.42
1685,K. Zoabi,Rio Ave,Rio Ave,Portugal | Primera División 24/25,"CF, AMF",19.0,184,Israel,Israel,2028-06-30,left,12,276,15.1,78.17,61.67,75.89,37.28,75.37,75.48
1686,João Costa,Santa Clara,Santa Clara,Portugal | Primera División 24/25,CF,25.0,185,Portugal,Portugal,2027-06-30,right,21,810,69.07,48.61,36.58,48.61,28.28,31.42,84.3
1687,Gustavo Silva,Vitória Guimarães,Vitória Guimarães,Portugal | Primera División 24/25,"CF, LAMF, RW",25.0,180,Brazil,Brazil,2028-06-30,right,18,835,89.05,71.37,71.28,94.33,48.11,25.31,70.68
1688,D. Gül,Porto,Porto,Portugal | Primera División 24/25,"CF, AMF",20.0,190,Sweden,"Sweden, Türkiye",2029-06-30,right,14,505,46.89,51.49,43.89,16.89,40.64,51.39,20.28
