,Player,Team,Team within selected timeframe,Liga,Position,Age,Height,Birth country,Passport country,Contract expires,Foot,Matches played,Minutes played,Gol y Finalización,Asistencias y creación de chances,1v1 en ataque,Centros,Juego asociado,Juego aéreo,Defensa
1689,Samu Omorodion,Porto,Porto,Portugal | Primera División 24/25,CF,20.0,193,Spain,"Spain, Nigeria",2029-06-30,right,27,2203,93.71,60.53,44.42,45.89,35.81,67.05,31.07
1690,Yan Maranhão,Moreirense,Moreirense,Portugal | Primera División 24/25,CF,22.0,0,Brazil,Brazil,2025-06-30,unknown,6,259,72.53,14.44,48.25,16.89,29.17,27.42,39.24
1691,Luís Asué,Moreirense,Moreirense,Portugal | Primera División 24/25,CF,23.0,184,Equatorial Guinea,"Equatorial Guinea, Spain",2028-06-30,left,28,1472,71.68,42.92,63.42,38.56,27.06,64.11,65.75
1692,Afonso Patrão,Sporting Braga U23,Sporting Braga,Portugal | Primera División 24/25,CF,18.0,0,Portugal,Portugal,,right,6,194,58.16,67.56,18.47,20.11,47.06,48.08,81.01
1693,K. Furuhashi,Rennes,Celtic,Escocia | Primera División 24/25,"CF, RW",30.0,170,Japan,Japan,2027-05-31,right,22,1434,86.24,68.78,38.28,56.35,51.62,18.17,15.05
1694,Danilo,Rangers,Rangers,Escocia | Primera División 24/25,"AMF, CF",26.0,174,Brazil,Brazil,2028-05-31,right,20,878,77.19,96.06,26.55,49.39,90.88,14.31,50.62
1695,C. Dessers,Rangers,Rangers,Escocia | Primera División 24/25,CF,30.0,185,Belgium,"Belgium, Nigeria",2027-05-31,right,32,2055,93.76,41.21,49.12,18.65,27.23,48.65,22.91
1696,B. Miovski,Girona,Aberdeen,Escocia | Primera División 24/25,CF,25.0,189,North Macedonia,North Macedonia,2028-06-30,left,2,107,27.55,27.28,54.02,7.77,61.59,38.43,9.07
1697,L. Shankland,Hearts,Hearts,Escocia | Primera División 24/25,"CF, AMF",29.0,185,Scotland,Scotland,2025-05-31,right,29,2536,61.36,92.16,46.69,56.89,78.85,42.2,60.47
1698,A. Idah,Celtic,Celtic,Escocia | Primera División 24/25,CF,24.0,190,Republic of Ireland,"Republic of Ireland, Nigeria",2029-06-30,right,32,1703,83.39,77.07,40.2,46.62,66.35,61.89,21.77
1699,M. Johnston,West Bromwich Albion,Celtic,Escocia | Primera División 24/25,CF,25.0,178,Scotland,"Scotland, Republic of Ireland",2028-06-30,left,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,T. Lawrence,Rangers,Rangers,Escocia | Primera División 24/25,"AMF, LCMF",31.0,180,Wales,Wales,2025-05-31,right,15,835,67.83,74.24,60.95,87.7,91.79,31.14,74.61
1701,K. Nisbet,Aberdeen,Aberdeen,Escocia | Primera División 24/25,"CF, AMF",28.0,180,Scotland,Scotland,2026-06-30,right,29,1971,82.16,56.93,15.14,19.73,62.47,79.9,24.51
1702,E. Youan,Hibernian,Hibernian,Escocia | Primera División 24/25,"CF, LW, RW",25.0,183,France,"France, Côte d'Ivoire",2026-05-31,right,13,990,43.16,74.92,91.76,94.32,64.59,73.64,46.93
1703,A. Campbell,Dundee United,Dundee United,Escocia | Primera División 24/25,"CF, LCMF",26.0,174,Scotland,Scotland,2025-05-31,right,10,711,16.58,34.37,25.91,58.72,53.38,59.38,80.98
1704,M. Kukharevych,Hibernian,Hibernian,Escocia | Primera División 24/25,CF,23.0,193,Ukraine,Ukraine,2026-06-30,right,23,1438,67.44,30.73,48.78,38.18,30.2,70.98,60.26
1705,Oday Dabbagh,Aberdeen,Aberdeen,Escocia | Primera División 24/25,"CF, AMF",26.0,183,Palestine,Palestine,2026-06-30,left,10,347,51.23,38.01,34.66,60.27,51.55,44.24,45.68
1706,M. Boyle,Hibernian,Hibernian,Escocia | Primera División 24/25,"CF, RWF, RW",32.0,172,Scotland,"Scotland, Australia",2025-05-31,right,33,2527,76.32,76.31,83.04,76.22,50.51,19.04,32.23
1707,L. Clarkson,Aberdeen,Aberdeen,Escocia | Primera División 24/25,"AMF, LDMF, RDMF",23.0,175,England,England,2027-05-31,right,31,1925,47.96,70.09,43.51,82.3,90.61,4.85,84.98
1708,J. Campbell,Hibernian,Hibernian,Escocia | Primera División 24/25,"AMF, CF",24.0,182,Scotland,Scotland,2025-05-31,right,30,2013,46.96,57.95,44.73,33.51,72.4,76.76,71.21
1709,D. Vente,PEC Zwolle,Hibernian,Escocia | Primera División 24/25,CF,25.0,181,Netherlands,Netherlands,2026-05-31,right,2,96,33.6,19.36,3.61,12.57,22.03,64.85,31.23
1710,L. Plange,Motherwell,Motherwell,Escocia | Primera División 24/25,"CF, AMF",22.0,178,England,England,2025-06-30,left,4,145,21.86,32.06,62.06,85.14,52.67,22.08,59.89
1711,K. Vargas,Hearts,Hearts,Escocia | Primera División 24/25,"CF, RAMF, RW",23.0,178,Costa Rica,Costa Rica,2029-06-30,right,29,1294,58.35,75.43,69.36,66.49,53.21,19.45,81.4
1712,P. Guèye,Aberdeen,Aberdeen,Escocia | Primera División 24/25,"AMF, CF",25.0,188,Senegal,Senegal,2026-05-31,right,17,1096,79.41,38.55,63.82,24.66,55.88,88.65,62.59
1713,E. Kabangu,Hearts,Hearts,Escocia | Primera División 24/25,CF,27.0,178,Belgium,"Belgium, Congo DR",2026-06-30,left,12,1024,84.01,61.78,49.05,83.65,54.7,21.41,20.07
1714,B. Anderson,Kilmarnock,Kilmarnock,Escocia | Primera División 24/25,CF,26.0,173,Scotland,Scotland,2026-05-31,right,27,1475,80.31,52.33,27.03,38.58,33.92,45.98,28.59
1715,J. van der Sande,Dundee United,Dundee United,Escocia | Primera División 24/25,CF,29.0,183,Bonaire,"Bonaire, Netherlands",2026-06-30,right,31,1213,16.35,63.95,35.54,23.72,47.26,80.19,73.2
1716,T. Olusanya,St. Mirren,St. Mirren,Escocia | Primera División 24/25,CF,27.0,181,England,"England, Nigeria",2025-05-31,right,31,2199,70.28,43.61,57.8,40.2,18.85,23.41,49.24
1717,J. Vale,Motherwell,Motherwell,Escocia | Primera División 24/25,"CF, AMF, RCMF",24.0,185,Wales,Wales,2025-06-30,right,6,292,18.04,73.52,82.26,88.92,62.57,33.4,74.71
1718,A. Stamatelopoulos,Motherwell,Motherwell,Escocia | Primera División 24/25,CF,25.0,184,Australia,"Australia, Greece",2025-06-30,right,16,945,77.08,34.32,19.83,47.3,42.16,59.85,88.02
1719,E. Brophy,Falkirk,Ross County,Escocia | Primera División 24/25,"CF, LWF",29.0,175,Scotland,Scotland,2025-05-31,right,11,396,27.47,18.72,59.8,16.22,27.6,41.14,43.09
1720,C. Slattery,Motherwell,Motherwell,Escocia | Primera División 24/25,"AMF, CF, RW",26.0,177,England,England,2025-05-31,right,12,833,69.25,60.44,81.69,43.38,90.98,53.75,80.7
1721,J. Ayunga,St. Mirren,St. Mirren,Escocia | Primera División 24/25,"CF, RWF",27.0,185,England,England,2025-05-31,right,25,1174,43.04,35.35,66.55,41.08,51.45,75.6,52.0
1722,K. van Veen,St. Mirren,St. Mirren,Escocia | Primera División 24/25,CF,33.0,189,Netherlands,Netherlands,2026-06-30,right,5,209,16.88,20.8,14.56,7.77,37.43,20.8,8.36
1723,E. Sokler,Aberdeen,Aberdeen,Escocia | Primera División 24/25,"CF, AMF",25.0,181,Slovenia,Slovenia,2026-05-31,right,21,1064,42.67,37.26,17.4,29.32,32.6,46.51,38.43
1724,T. Watt,Motherwell,Motherwell,Escocia | Primera División 24/25,CF,31.0,186,Scotland,Scotland,2025-05-31,right,26,1663,32.54,79.39,74.32,70.0,50.24,76.72,66.21
1725,J. Grant,Hearts,Hearts,Escocia | Primera División 24/25,"AMF, RCMF, RDMF",30.0,175,England,England,2025-05-31,right,29,1833,43.11,65.41,47.91,60.54,88.11,66.11,88.09
1726,J. Svedberg,St. Johnstone,St. Johnstone,Escocia | Primera División 24/25,"AMF, LCMF",26.0,179,Sweden,Sweden,,right,5,340,19.41,52.72,16.11,52.97,69.46,73.23,78.84
1727,N. Chilvers,Ross County,Ross County,Escocia | Primera División 24/25,"AMF, CF, LCMF",24.0,173,England,England,2027-05-31,right,29,2094,40.64,78.41,94.8,80.81,83.85,26.2,88.51
1728,J. Scott,St. Mirren,St. Mirren,Escocia | Primera División 24/25,"CF, RWF, AMF",24.0,189,Scotland,Scotland,2026-05-31,right,12,512,17.27,73.79,67.87,61.08,49.9,81.81,41.35
1729,R. Callachan,Motherwell,Motherwell,Escocia | Primera División 24/25,AMF,30.0,178,Scotland,Scotland,2025-05-31,right,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,Z. Robinson,Motherwell,Motherwell,Escocia | Primera División 24/25,CF,22.0,188,England,England,2026-05-31,right,12,637,40.79,12.15,62.5,8.24,22.87,41.64,51.34
1731,K. Vassell,Kilmarnock,Kilmarnock,Escocia | Primera División 24/25,CF,32.0,183,England,"England, Northern Ireland",2025-05-31,right,20,1525,41.87,55.05,86.08,82.43,45.61,65.6,31.48
1732,C. Main,Ayr United,Dundee,Escocia | Primera División 24/25,CF,32.0,178,England,England,2025-05-31,right,14,474,65.93,42.68,33.75,41.82,44.53,72.96,41.06
1733,L. Boyce,Derry City,Hearts,Escocia | Primera División 24/25,AMF,33.0,184,Northern Ireland,Northern Ireland,2025-05-31,left,10,374,27.23,70.68,55.44,74.59,58.65,79.72,26.31
1734,J. White,Ross County,Ross County,Escocia | Primera División 24/25,"CF, RWF",33.0,194,Scotland,Scotland,2025-05-31,right,35,2322,49.87,26.56,24.46,37.43,34.32,95.81,60.3
1735,Ronan Hale,Ross County,Ross County,Escocia | Primera División 24/25,CF,26.0,176,Northern Ireland,"Northern Ireland, Republic of Ireland",2027-05-31,right,33,2241,77.39,36.92,65.84,30.74,40.14,12.52,17.17
1736,N. Clark,St. Johnstone,St. Johnstone,Escocia | Primera División 24/25,"AMF, CF",33.0,178,Scotland,Scotland,2025-05-31,right,29,1757,57.83,60.25,20.54,38.11,87.97,63.64,49.65
1737,U. Ikpeazu,St. Johnstone,St. Johnstone,Escocia | Primera División 24/25,"CF, AMF",30.0,191,England,"England, Uganda",2026-05-31,right,2,135,39.98,73.91,64.9,90.07,30.41,76.88,8.57
1738,K. Phillips,Ross County,Ross County,Escocia | Primera División 24/25,"CF, LCMF",25.0,187,England,England,2025-06-30,right,13,715,49.31,56.88,29.12,52.43,44.97,46.74,41.95
1739,S. Dalby,Dundee United,Dundee United,Escocia | Primera División 24/25,CF,25.0,190,England,England,2025-06-30,left,32,2784,84.9,59.14,37.09,16.89,37.43,95.81,30.63
1740,L. Armstrong,Motherwell,Motherwell,Escocia | Primera División 24/25,"CF, AMF",28.0,185,England,England,2027-06-30,right,11,635,50.71,13.09,23.18,11.08,18.21,67.76,75.04
1741,Е. Moses,Motherwell,Motherwell,Escocia | Primera División 24/25,"CF, AMF",28.0,185,Nigeria,Nigeria,2025-05-31,right,25,757,55.09,32.92,42.5,62.97,31.76,43.41,52.09
1742,K. Bowie,Hibernian,Hibernian,Escocia | Primera División 24/25,CF,22.0,187,Scotland,Scotland,2028-05-31,left,15,615,82.66,46.6,68.04,71.62,32.36,41.93,75.71
1743,R. Paton,Dundee United,Dundee United,Escocia | Primera División 24/25,"CF, LWF, RW",24.0,177,Republic of Ireland,Republic of Ireland,2027-06-30,right,9,441,31.04,45.8,43.24,44.05,81.62,7.79,35.61
1744,B. Kimpioka,St. Johnstone,St. Johnstone,Escocia | Primera División 24/25,"CF, LAMF",25.0,185,Sweden,"Sweden, Congo DR",2025-06-30,right,26,1999,59.1,66.08,74.76,27.43,47.64,5.6,54.1
1745,I. Cameron,Kilmarnock,Kilmarnock,Escocia | Primera División 24/25,CF,24.0,188,Scotland,Scotland,2025-05-31,right,21,395,42.93,63.79,46.05,53.11,52.13,90.46,72.97
1746,M. Watkins,Kilmarnock,Kilmarnock,Escocia | Primera División 24/25,"CF, LWF",34.0,178,England,"England, Wales",2026-05-31,right,28,2118,47.72,53.54,30.78,56.01,46.49,68.95,57.97
1747,A. Samuel,Ross County,Ross County,Escocia | Primera División 24/25,"CF, LWF",29.0,183,Wales,Wales,2025-05-31,right,19,716,33.88,50.27,75.27,48.65,27.5,80.02,46.74
1748,S. Murray,Dundee,Dundee,Escocia | Primera División 24/25,CF,33.0,183,Scotland,Scotland,2027-05-31,right,35,3064,84.68,60.08,53.58,56.49,43.55,35.9,48.79
1749,M. Mandron,St. Mirren,St. Mirren,Escocia | Primera División 24/25,CF,30.0,191,France,"France, Scotland",2025-05-31,left,31,1756,64.97,66.77,31.82,21.55,78.18,83.43,61.04
1750,J. Kenny,Celtic,Celtic,Escocia | Primera División 24/25,CF,21.0,177,Republic of Ireland,Republic of Ireland,2026-05-31,right,5,77,39.01,15.22,83.24,7.77,50.88,23.57,48.92
1751,L. Moult,Dundee United,Dundee United,Escocia | Primera División 24/25,"CF, LWF",32.0,183,England,England,2025-05-31,right,17,721,67.85,43.45,12.94,46.22,52.09,75.91,32.91
1752,D. Gayle,Hibernian,Hibernian,Escocia | Primera División 24/25,CF,35.0,174,England,"England, Jamaica",2025-05-31,right,25,991,77.02,77.81,17.26,62.3,67.03,64.05,16.23
1753,H. McKirdy,Hibernian,Hibernian,Escocia | Primera División 24/25,"CF, RW",27.0,175,England,England,2025-05-31,right,6,128,15.5,11.84,8.99,7.77,19.93,51.2,28.86
1754,E. Sutherland,St. Mirren,St. Mirren,Escocia | Primera División 24/25,CF,18.0,0,Scotland,Scotland,,unknown,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,R. Molotnikov,Hibernian U23,Hibernian,Escocia | Primera División 24/25,"AMF, LAMF, LWF",18.0,0,Scotland,Scotland,2026-05-31,right,11,503,19.42,36.51,83.41,79.05,48.92,25.26,67.74
1756,E. Mooney,St. Mirren,St. Mirren,Escocia | Primera División 24/25,"CF, RW, LW",0.0,0,Scotland,Scotland,,unknown,7,126,72.16,48.71,74.05,83.65,32.7,35.33,21.3
1757,D. Wells,Edinburgh City,Motherwell,Escocia | Primera División 24/25,CF,18.0,170,Scotland,Scotland,,unknown,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,O. Stirton,Dundee United U20,Dundee United,Escocia | Primera División 24/25,CF,17.0,0,Scotland,Scotland,2025-06-30,unknown,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,J. Grieves,Ross County,Ross County,Escocia | Primera División 24/25,"AMF, RW, RCMF",20.0,0,England,England,2026-06-30,right,22,775,15.72,36.85,71.01,91.62,35.95,37.01,80.41
1760,B. Wales,Kilmarnock,Kilmarnock,Escocia | Primera División 24/25,"CF, LW",19.0,0,Scotland,Scotland,2025-05-31,right,26,1502,46.31,83.08,75.54,71.49,45.54,58.3,49.64
1761,F. Boyd,Aberdeen U16,Aberdeen,Escocia | Primera División 24/25,"CF, RDMF",17.0,0,Scotland,Scotland,2027-05-31,unknown,2,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,A. Sidibeh,St. Johnstone,St. Johnstone,Escocia | Primera División 24/25,CF,26.0,0,Gambia,Gambia,2026-05-31,unknown,29,1970,44.49,52.92,62.43,74.05,38.65,73.75,69.39
1763,M. Kirk,St. Johnstone,St. Johnstone,Escocia | Primera División 24/25,"CF, AMF, RWF",21.0,0,Scotland,Scotland,,right,32,2020,71.66,41.88,52.64,63.65,49.32,31.98,35.73
1764,S. Palmer-Houlden,Dundee,Dundee,Escocia | Primera División 24/25,"CF, RWF, RW",20.0,0,England,England,2027-06-30,right,30,1664,60.7,33.44,37.87,78.78,33.65,61.59,65.07
1765,O. Adewumi,Dundee,Dundee,Escocia | Primera División 24/25,"AMF, CF, RWF",20.0,0,Austria,Austria,2028-06-30,unknown,26,1759,48.85,72.75,79.46,63.65,46.42,8.97,73.45
1766,T. Maswanhise,Motherwell,Motherwell,Escocia | Primera División 24/25,"CF, AMF, LWF",22.0,0,Zimbabwe,"Zimbabwe, England",,right,28,1671,64.26,48.18,94.59,71.62,61.28,26.18,38.75
1767,H. Igamane,Rangers,Rangers,Escocia | Primera División 24/25,CF,22.0,181,Morocco,Morocco,2029-06-30,right,31,2047,84.34,80.97,88.85,72.43,79.05,49.46,45.65
1768,O. Oseni,St. Mirren,St. Mirren,Escocia | Primera División 24/25,"CF, RWF",21.0,0,Republic of Ireland,Republic of Ireland,2028-05-31,left,10,155,15.04,25.43,34.53,7.77,52.2,27.08,15.43
1769,P. Ambrose,Aberdeen,Aberdeen,Escocia | Primera División 24/25,"CF, AMF",22.0,182,Nigeria,Nigeria,2027-05-31,right,14,355,53.48,19.09,49.02,8.65,30.03,89.11,42.83
1770,J. Wilson,Hearts,Hearts,Escocia | Primera División 24/25,CF,18.0,0,Scotland,Scotland,2027-05-31,right,21,1295,66.94,71.89,19.39,81.22,60.3,35.78,46.93
1771,G. Robesten,Ross County,Ross County,Escocia | Primera División 24/25,"CF, LWB, LW",19.0,0,England,England,2025-05-31,unknown,11,407,18.39,37.54,71.76,83.78,32.23,53.43,92.37
1772,W. Dickson,Motherwell,Motherwell,Escocia | Primera División 24/25,"CF, LCMF, RAMF",20.0,0,England,England,2027-06-30,right,4,82,15.04,17.42,49.32,7.77,38.61,42.49,92.78
1773,M. Ljubičić,Union Berlin,LASK,Austria | Primera División 24/25,CF,23.0,183,Croatia,Croatia,2027-06-30,right,16,1130,55.27,65.35,17.99,46.49,59.66,34.03,14.31
1774,M. Biereth,Monaco,Sturm Graz,Austria | Primera División 24/25,"CF, RWF",22.0,187,England,"England, Denmark",2028-06-30,right,16,1354,93.77,72.48,41.72,74.03,25.45,41.91,23.64
1775,O. Kiteishvili,Sturm Graz,Sturm Graz,Austria | Primera División 24/25,"AMF, LCMF, LDMF",29.0,173,Georgia,Georgia,2027-06-30,right,29,2536,72.05,77.79,73.73,47.31,96.87,58.16,96.46
1776,P. Ratkov,Salzburg,Salzburg,Austria | Primera División 24/25,CF,21.0,193,Serbia,"Serbia, Croatia",2028-06-30,right,19,709,62.63,83.85,25.71,10.67,54.18,84.85,15.73
1777,Y. Vertessen,Salzburg,Salzburg,Austria | Primera División 24/25,"CF, AMF, LAMF",24.0,174,Belgium,Belgium,2028-06-30,right,13,1086,74.98,70.88,78.81,55.82,52.76,48.88,49.33
1778,D. Beljo,Rapid Wien,Rapid Wien,Austria | Primera División 24/25,CF,23.0,195,Croatia,Croatia,2027-06-30,left,27,2273,72.19,73.44,40.19,68.36,69.03,79.52,30.56
1779,L. Zvonarek,Sturm Graz,Sturm Graz,Austria | Primera División 24/25,"AMF, CF, LAMF",19.0,180,Croatia,Croatia,2027-06-30,right,13,451,43.76,20.19,77.95,50.15,68.28,15.6,95.66
1780,S. Jatta,Sturm Graz,Sturm Graz,Austria | Primera División 24/25,"CF, AMF",22.0,182,Norway,Norway,2027-06-30,right,21,1326,66.28,53.93,86.04,31.49,42.72,49.85,44.88
1781,E. Yardımcı,Hoffenheim,Sturm Graz,Austria | Primera División 24/25,CF,23.0,188,Türkiye,Türkiye,2025-06-30,right,8,241,72.39,16.58,10.37,67.01,34.48,97.47,50.47
1782,F. Mayulu,Sturm Graz,Sturm Graz,Austria | Primera División 24/25,CF,22.0,193,France,"France, Congo DR",2028-06-30,right,1,70,34.45,12.49,10.15,10.37,19.1,83.14,17.76
1783,M. Entrup,LASK,LASK,Austria | Primera División 24/25,CF,27.0,186,Austria,Austria,2029-06-30,right,23,1695,92.46,54.72,18.62,27.84,61.46,45.08,51.27
1784,A. Daghim,Salzburg,Salzburg,Austria | Primera División 24/25,"CF, RWF",19.0,186,Denmark,"Denmark, Palestine",2028-06-30,left,26,1728,33.28,86.95,91.57,91.79,84.51,55.15,71.94
1785,D. Zukić,Wolfsberger AC,Wolfsberger AC,Austria | Primera División 24/25,"AMF, CF",23.0,181,Serbia,Serbia,2027-06-30,right,28,2182,75.43,91.87,59.48,80.45,89.37,47.71,34.75
1786,R. Žulj,LASK,LASK,Austria | Primera División 24/25,"AMF, RWF",33.0,189,Croatia,"Croatia, Austria",2027-06-30,right,24,1930,69.79,92.08,44.33,84.48,91.34,73.44,47.87
1787,E. Kara,Rapid Wien,Rapid Wien,Austria | Primera División 24/25,CF,29.0,192,Austria,Austria,2026-06-30,right,12,535,28.16,33.98,21.16,12.76,27.76,87.84,53.37
1788,K. Onisiwo,Salzburg,Salzburg,Austria | Primera División 24/25,"CF, RWF",33.0,188,Austria,Austria,2026-06-30,right,5,485,50.78,59.44,36.49,89.18,76.08,53.14,10.74
1789,L. Kleinheisler,Grazer AK,Grazer AK,Austria | Primera División 24/25,"AMF, RWF, LCMF",31.0,173,Hungary,Hungary,2026-06-30,right,11,426,16.8,47.07,69.55,45.3,88.06,28.29,80.94
1790,D. Avdijaj,Hartberg,Hartberg,Austria | Primera División 24/25,"CF, LCMF, AMF",28.0,173,Germany,"Germany, Kosovo",2025-06-30,right,27,2264,47.83,81.26,69.55,35.82,81.98,20.94,60.14
1791,S. Adeniran,LASK,LASK,Austria | Primera División 24/25,CF,26.0,196,United States,"United States, Nigeria",,left,12,539,53.15,79.85,77.2,59.4,21.94,79.18,56.35
1792,M. Malone,Austria Wien,Austria Wien,Austria | Primera División 24/25,"CF, LAMF",24.0,186,Germany,"Germany, United States",2027-06-30,left,28,2334,77.2,50.77,67.01,78.51,63.77,65.23,34.43
1793,M. Mustapha,Rheindorf Altach,Rheindorf Altach,Austria | Primera División 24/25,CF,23.0,185,Austria,Austria,2027-06-30,right,11,599,56.73,54.83,43.17,11.12,25.75,25.6,44.23
1794,Lincoln,Rheindorf Altach,Rheindorf Altach,Austria | Primera División 24/25,"CF, RAMF",23.0,180,Brazil,Brazil,2026-06-30,right,2,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795,N. Prelec,Austria Wien,Austria Wien,Austria | Primera División 24/25,CF,23.0,187,Slovenia,Slovenia,2027-06-30,left,29,2339,59.1,63.73,42.65,56.12,43.43,80.84,26.1
1796,D. Prokop,Hartberg,Hartberg,Austria | Primera División 24/25,"AMF, LCMF",27.0,171,Austria,Austria,2026-06-30,right,25,1673,38.54,75.15,72.69,76.57,84.63,22.09,69.64
1797,G. Burgstaller,Rapid Wien,Rapid Wien,Austria | Primera División 24/25,CF,35.0,187,Austria,Austria,2025-06-30,right,17,1079,48.81,72.09,41.08,78.21,67.65,47.17,24.62
1798,M. Husković,Hartberg,Hartberg,Austria | Primera División 24/25,"CF, AMF, LWF",22.0,180,Austria,"Austria, Croatia",2025-06-30,right,15,475,72.29,50.26,43.51,41.49,36.19,26.27,83.87
1799,F. Dietz,Rheindorf Altach,Rheindorf Altach,Austria | Primera División 24/25,CF,26.0,188,Germany,Germany,2025-06-30,right,7,516,60.29,41.41,29.33,60.82,38.69,94.18,26.84
1800,N. Bischof,Rapid Wien,Rapid Wien,Austria | Primera División 24/25,"CF, RW",22.0,188,Austria,Austria,2026-06-30,left,13,496,41.9,67.7,49.59,86.72,34.55,54.26,78.84
1801,R. Vučić,Grazer AK,Grazer AK,Austria | Primera División 24/25,CF,22.0,188,Austria,Austria,2027-06-30,right,17,786,48.15,31.77,21.31,11.57,31.16,27.84,43.77
1802,B. Bobzien,Austria Klagenfurt,Austria Klagenfurt,Austria | Primera División 24/25,"CF, AMF",22.0,174,Germany,Germany,2026-06-30,right,28,2573,56.24,63.86,92.31,72.54,65.22,10.08,64.82
1803,E. Havel,Hartberg,Hartberg,Austria | Primera División 24/25,"CF, LAMF",22.0,184,Austria,Austria,2027-06-30,right,14,509,63.38,46.18,22.31,61.64,23.21,52.84,75.83
1804,L. Fridrikas,Rheindorf Altach,Rheindorf Altach,Austria | Primera División 24/25,CF,27.0,180,Austria,"Austria, Lithuania",2027-06-30,right,26,1524,53.06,69.68,61.08,64.18,50.45,27.02,22.51
1805,D. Maderner,Grazer AK,Grazer AK,Austria | Primera División 24/25,CF,29.0,190,Austria,Austria,2025-06-30,right,25,1865,67.48,56.52,28.66,68.43,40.71,77.04,39.75
1806,L. Kronberger,Rheindorf Altach,Rheindorf Altach,Austria | Primera División 24/25,"CF, RB, LW",23.0,179,Austria,Austria,2026-06-30,right,11,477,14.57,19.36,30.19,14.7,41.46,17.32,56.37
1807,T. Sabitzer,Wolfsberger AC,Wolfsberger AC,Austria | Primera División 24/25,CF,24.0,182,Austria,Austria,2026-06-30,right,14,501,38.55,50.74,47.39,12.91,50.15,45.45,36.72
1808,K. Bennetts,Austria Klagenfurt,Austria Klagenfurt,Austria | Primera División 24/25,"CF, LW, RCMF",26.0,181,England,"England, Germany",,left,11,496,16.98,32.12,72.84,40.9,53.62,20.38,68.74
1809,N. Binder,Austria Klagenfurt,Austria Klagenfurt,Austria | Primera División 24/25,CF,23.0,193,Austria,Austria,2026-06-30,right,24,1263,49.98,17.36,19.51,11.72,21.75,82.39,41.74
1810,P. Mijić,Hartberg,Hartberg,Austria | Primera División 24/25,CF,26.0,186,Croatia,Croatia,2027-06-30,right,29,1922,87.19,50.97,27.24,23.88,28.47,62.32,33.49
1811,C. Gebauer,Rheindorf Altach,Rheindorf Altach,Austria | Primera División 24/25,"CF, RAMF, RWB",31.0,187,Austria,Austria,2025-06-30,right,14,548,34.21,59.35,42.57,86.87,67.76,30.67,55.89
1812,Gustavo Santos,Vegalta Sendai,Rheindorf Altach,Austria | Primera División 24/25,CF,28.0,177,Brazil,Brazil,2025-06-30,right,12,852,83.63,27.68,65.97,55.75,21.72,47.09,22.99
1813,Ronivaldo,Blau-Weiß Linz,Blau-Weiß Linz,Austria | Primera División 24/25,CF,36.0,173,Brazil,Brazil,2025-06-30,right,28,2269,85.39,45.43,27.57,28.13,52.91,72.06,45.17
1814,M. Pink,Wolfsberger AC,Wolfsberger AC,Austria | Primera División 24/25,"CF, RWF",34.0,188,Austria,Austria,2026-06-30,right,19,952,60.73,26.94,11.42,12.16,24.51,60.0,54.8
1815,D. Toševski,Austria Klagenfurt,Austria Klagenfurt,Austria | Primera División 24/25,"CF, RWF",23.0,186,North Macedonia,North Macedonia,2026-06-30,right,21,1330,76.21,48.98,51.31,36.87,32.2,60.01,46.9
1816,T. Anselm,WSG Swarovski Tirol,WSG Swarovski Tirol,Austria | Primera División 24/25,"CF, LWF",25.0,186,Austria,Austria,2025-06-30,right,17,626,57.13,23.59,52.2,71.57,31.64,39.26,14.54
